"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "y"
-0.452408267185092 0.234489833936095 -0.332472764421254 -0.362959502264857 0.289795076474547 -0.868637428618968 0.118346144910902 -0.947545882314444 "-1"
-0.848738169763237 0.686288077849895 0.0994427734985948 -0.558045419398695 0.804085627663881 -0.759740798268467 0.223198772873729 -0.498132225591689 "-1"
0.0177195896394551 -0.682686763349921 -0.579147519078106 -0.151062095537782 0.59398711938411 -0.790852839592844 -0.593779041431844 -0.974223479628563 "-1"
0.412876371759921 -0.939667851664126 -0.778566645924002 -0.652441615704447 0.360717262607068 0.204587378073484 -0.0353087107650936 0.135914352256805 "-1"
-0.292793692089617 0.292062721215189 -0.958685525692999 -0.6029386036098 0.719976422842592 0.304857827723026 -0.972465119324625 -0.725355189293623 "-1"
0.347887564916164 -0.645042782183737 -0.816116473637521 -0.429576795082539 0.889911344274879 -0.0950963059440255 0.805785186123103 0.914411157835275 "-1"
0.751143372152001 0.955098438076675 0.711167987901717 0.00802863854914904 0.0217993166297674 -0.296960729639977 0.966976915951818 -0.33522410877049 "1"
0.49567892216146 0.937893963884562 0.381608415395021 0.63814214291051 -0.729871447663754 -0.324299230240285 -0.5101806698367 -0.117062167730182 "1"
-0.676659654825926 -0.306743269320577 0.799163018353283 0.315093800425529 0.938952628523111 -0.641430763527751 -0.867182453628629 0.940637935418636 "1"
-0.501989089418203 0.645537558011711 -0.488588636275381 0.836419180966914 -0.332528367172927 0.639706714544445 -0.23356472607702 0.705421859864146 "-1"
0.348787695169449 -0.714033225551248 0.627610682975501 -0.536663446109742 0.00295867677778006 0.128528920467943 -0.96665048180148 0.195231438148767 "-1"
0.553625743836164 -0.277629579417408 -0.683588843792677 0.980685439892113 -0.704096182249486 -0.950530744623393 -0.7795654758811 0.372515299823135 "-1"
-0.253748491406441 0.573886938858777 -0.254490485414863 -0.0114487591199577 -0.734937108121812 0.0494076651521027 -0.279891099315137 -0.499829404056072 "-1"
-0.936170980799943 -0.883747234009206 -0.804023471660912 -0.253569651860744 0.812197468243539 -0.372865638695657 -0.590272034984082 0.332909462507814 "1"
-0.911020286846906 -0.61489372421056 0.926365939900279 0.708778049331158 -0.391857332549989 0.196178600657731 0.915555757470429 0.692092502489686 "1"
-0.419349097646773 -0.747049721889198 0.502337628509849 0.871056121308357 -0.903724855743349 -0.634938242845237 0.516577476169914 0.935004083439708 "1"
-0.262783176265657 0.380644810386002 -0.468234280124307 -0.988288163673133 -0.801100919023156 0.66291381418705 0.759277661796659 0.70928791584447 "-1"
-0.539597935974598 -0.477409957908094 0.399818795733154 0.774894962087274 -0.741629219613969 0.908585729077458 0.0981452907435596 -0.312885825987905 "1"
-0.360027060378343 -0.483273247722536 0.270703011192381 0.890869080089033 0.494777556043118 -0.0244013643823564 0.684133550617844 -0.117854908108711 "1"
-0.314350330270827 -0.0839002295397222 -0.777215683367103 0.866195907816291 -0.470637909136713 0.752589924260974 0.291552932467312 0.601181119214743 "1"
0.360561969690025 -0.632534458767623 -0.152047141920775 -0.447961794678122 0.656022944953293 -0.781849275808781 -0.267297081649303 0.534245162736624 "-1"
-0.0127369305118918 -0.265413694083691 0.0612455038353801 0.780711654108018 0.970130288507789 -0.7654910357669 -0.78292503580451 -0.299107266589999 "1"
0.476928551215678 0.109073340892792 -0.243379802908748 0.100014921743423 -0.528771393932402 0.468244591262192 -0.91969812149182 0.856882728170604 "1"
-0.931850522756577 0.727803270798177 -0.691980449017137 -0.776541092898697 0.23328221635893 0.673856969922781 0.476003599818796 0.902991543058306 "-1"
-0.155918866861612 0.997035616543144 -0.983834037557244 -0.488399745896459 0.511155378073454 -0.853488347027451 -0.275627022143453 -0.594682226423174 "-1"
-0.153575581498444 -0.146828402299434 0.0113671817816794 -0.286419460549951 0.939196288120002 0.474244283046573 0.674591766204685 -0.653851740993559 "1"
-0.556263568811119 0.301851303782314 0.31579729821533 0.255395701620728 0.453921647276729 -0.190379648469388 0.379354659002274 0.600523978006095 "-1"
0.0334136025048792 0.999001814518124 0.329908063169569 0.774084667675197 0.15272119268775 0.327073409222066 0.212282823398709 0.385084242559969 "1"
0.84068747702986 0.819591335486621 0.842047558166087 0.625720204319805 -0.647678715642542 -0.798012448009104 -0.206488805357367 0.646919273305684 "1"
-0.482713518664241 -0.481519035529345 0.749180038459599 0.238948589656502 -0.68411916308105 -0.436402904335409 0.200421566609293 0.887029577512294 "1"
0.520047005731612 -0.947655448690057 -0.463996482081711 -0.657907139975578 -0.50248039374128 0.403051309753209 0.0124512752518058 0.879239014815539 "-1"
0.0827062549069524 0.825497678946704 0.38917127950117 0.787365986499935 -0.0649536768905818 0.411355861462653 -0.187974413391203 0.61312693497166 "1"
0.221048428677022 0.173837786540389 0.77808483550325 0.797490803524852 0.0856699217110872 0.674247981980443 0.0866927593015134 0.812978744972497 "1"
-0.167634420562536 -0.734994299709797 0.864794596564025 0.222299272660166 0.0480140331201255 -0.960810587275773 0.645971835125238 -0.958326494321227 "1"
-0.96189290843904 -0.310468782670796 0.420262973289937 0.672241795808077 -0.740926861763 0.68126523680985 0.206678580492735 -0.882435246370733 "1"
0.976317770313472 0.38142942590639 0.339984960388392 -0.565124864690006 -0.446057307999581 -0.481927455402911 0.819198234472424 0.711707760579884 "1"
-0.281130400020629 0.756580956280231 -0.600906208157539 -0.539494956843555 0.0299605131149292 -0.242235870566219 -0.736148140393198 -0.312966108322144 "-1"
0.965803454630077 0.89185008732602 -0.326813496183604 0.510233466047794 -0.183521805331111 0.763511165510863 -0.774651722051203 0.341959482524544 "1"
0.543090518563986 -0.574716486502439 -0.791348026599735 -0.0932451696135104 -0.738572138361633 -0.974423658568412 0.812004700303078 -0.00761512480676174 "-1"
-0.754222812596709 -0.790029184427112 0.226471797563136 0.0616969238035381 -0.591392145492136 -0.590223480015993 0.356808819808066 -0.753215909469873 "1"
0.101220967248082 -0.978382295928895 -0.472028051968664 0.64668133854866 0.673627501353621 0.636621865909547 0.319073817692697 0.74922638759017 "-1"
0.970363051164895 0.0111559457145631 0.602161397226155 -0.815078869927675 0.894075587391853 0.723739981185645 -0.512186573818326 0.545692424289882 "1"
-0.403171020094305 0.0583207737654448 0.0634268238209188 -0.932986818719655 0.973540276288986 0.289957696106285 0.864633064717054 -0.588003083132207 "-1"
0.909625748638064 -0.0812177308835089 -0.442090838681906 -0.849846687167883 -0.911313056480139 0.682886591181159 -0.490952181629837 -0.363551615271717 "-1"
0.469833146315068 -0.619246010202914 -0.851149053312838 -0.77806362323463 0.559210142120719 0.104631982278079 0.950791941955686 -0.0689988220110536 "-1"
0.865357520990074 0.105322412680835 0.364869121927768 0.445470832753927 0.226225673686713 0.933929858729243 0.0660879989154637 -0.639516518451273 "1"
-0.855671272613108 0.114899795036763 -0.389261547010392 0.557583757676184 0.444173460826278 -0.881698082201183 0.591828078497201 0.933451784774661 "-1"
0.0807902137748897 0.115562907420099 -0.65197284752503 0.63037625560537 0.945878481958061 -0.239724503364414 0.0702212047763169 0.820274782367051 "1"
-0.892595228273422 -0.306999667081982 0.707908404991031 -0.40123428683728 -0.867704266682267 -0.156451594084501 -0.131975976750255 -0.362174444831908 "1"
-0.324123047757894 -0.720743450336158 0.674726856872439 -0.423620554618537 0.76177248172462 0.256809042301029 0.244722244795412 -0.465073585044593 "1"
0.30849916068837 -0.0215956387110054 0.833593068644404 -0.382347495760769 0.829203977249563 0.913939612451941 0.159472139552236 -0.201439887750894 "-1"
0.780709269456565 0.0757525349035859 0.370393758174032 0.647844525054097 -0.367415749933571 0.0687618153169751 -0.179297811817378 0.625686496030539 "1"
-0.927334954496473 -0.701586417388171 0.84161569038406 0.313168013468385 0.833645868115127 -0.686340541113168 0.128408447373658 0.400713534094393 "1"
0.912315596826375 0.570736531633884 0.784011677838862 -0.530862235464156 0.321547512430698 -0.134863094892353 0.698953601997346 -0.616253462154418 "1"
0.0336896819062531 0.974428827408701 0.591681200545281 0.366938847582787 -0.798794785980135 -0.828756120521575 -0.895893988199532 0.455443991813809 "1"
0.176064112689346 0.523680271580815 -0.935200307052583 -0.164743370842189 0.516595370601863 -0.201345302630216 0.116593167185783 -0.531992446631193 "1"
-0.313226262107491 -0.475445130839944 -0.576930415816605 0.705372748430818 -0.403721970971674 -0.685261594131589 -0.323107352480292 -0.747964879963547 "1"
0.945119844283909 0.551764559000731 0.805417482275516 0.0397586971521378 0.48960918141529 0.0396876046434045 0.769132232759148 -0.478849784005433 "1"
0.241447078995407 -0.536763177718967 -0.536319461185485 -0.676454537082464 0.597551262471825 -0.8804384265095 0.816409551538527 -0.420190673321486 "-1"
-0.807887925766408 0.242145814932883 -0.971392112318426 -0.507160356268287 0.171849677339196 -0.0516268997453153 0.661704759113491 -0.155405028257519 "-1"
0.163812489714473 0.464437318965793 0.762251333799213 -0.0784753416664898 -0.17940484220162 -0.1830327748321 -0.249479375779629 -0.460192300844938 "1"
-0.457797306589782 -0.0667371889576316 -0.488907509483397 0.0965386312454939 0.35069005517289 0.255814705509692 0.0640103984624147 0.760005103889853 "1"
0.0341053726151586 -0.404470323119313 0.263344238977879 -0.420305219944566 -0.504368132445961 -0.214406761340797 0.532755612861365 -0.823550255969167 "-1"
0.419208937324584 -0.355715899262577 -0.691276762634516 -0.270042467862368 -0.885380494408309 0.082927877549082 -0.731691617053002 0.357610079459846 "-1"
-0.672751256730407 -0.635288676712662 0.108250332996249 0.396598902065307 0.634786053095013 -0.339167180471122 -0.203956834040582 -0.119387154933065 "1"
-0.689096249639988 0.839604371692985 -0.0164670962840319 -0.203005730640143 -0.493373487144709 -0.996969409752637 -0.909433832392097 -0.360272573772818 "-1"
-0.756826180964708 0.767904691398144 0.25067149894312 0.429673100356013 0.0249744188040495 -0.806389441713691 -0.939381704200059 -0.00957000674679875 "-1"
-0.0572851947508752 -0.530966042540967 0.0084668374620378 0.00977508025243878 -0.420604018028826 -0.533770294394344 0.809205810073763 -0.781289800070226 "1"
-0.96313398052007 0.74802973959595 -0.939021232072264 -0.714795637410134 -0.0873267077840865 -0.226755791343749 0.0560876722447574 -0.432864089496434 "-1"
0.282383672893047 -0.718381514772773 -0.583151202648878 -0.53630455955863 -0.546934045851231 -0.027712854091078 0.242023539263755 -0.874551846180111 "-1"
-0.600479371380061 0.565761572681367 -0.944666155148298 0.888549362309277 0.0446821767836809 -0.504874771926552 0.597714573610574 0.899963442701846 "-1"
0.345687822438776 0.216105947270989 0.336991084739566 -0.996054265182465 -0.758696627803147 -0.875220708083361 0.138850875198841 -0.400891213212162 "1"
0.710451540537179 -0.388855603523552 0.641675364691764 0.230307822115719 0.44847313920036 -0.82629225589335 0.451889829710126 -0.00951276812702417 "-1"
-0.0671988902613521 -0.667440833058208 0.613367191515863 0.107792867347598 -0.297952379565686 0.962327080313116 -0.574362149927765 -0.86650527594611 "1"
0.198321315925568 0.112187237013131 -0.79070790251717 0.796878077089787 0.85512879351154 -0.523847414646298 -0.957656418439001 -0.4044215134345 "1"
-0.229502022732049 -0.761821005959064 -0.787280577700585 0.494011657312512 0.479884219355881 0.126685386523604 0.0838763783685863 0.22844814741984 "1"
0.936138459481299 0.420522759202868 0.561891419813037 0.34620836051181 -0.677818377502263 0.885803695302457 0.388801141642034 -0.0645839609205723 "1"
-0.868486443534493 -0.937785574700683 0.29612300824374 -0.710230137687176 0.961897512432188 0.0892609604634345 -0.258833720348775 -0.2194216940552 "1"
0.15973563073203 -0.0657723299227655 -0.00771318050101399 -0.597347282804549 0.557511948980391 0.259656165260822 -0.104075079318136 0.144603051710874 "-1"
0.803140924312174 -0.178804412018508 -0.642296184320003 0.44454873399809 -0.375397482421249 -0.23128070589155 -0.230666387360543 -0.37451616441831 "-1"
0.591456773690879 -0.422493998892605 -0.754087273962796 -0.971375597640872 0.108897685538977 -0.250527885276824 -0.193814757745713 -0.241993205156177 "-1"
-0.799273646902293 0.95548778353259 -0.970058634411544 -0.431970347184688 0.874145168811083 0.11588239390403 -0.578469777014107 -0.800651614088565 "-1"
0.192959820386022 -0.0313578280620277 -0.619502432178706 -0.805862396489829 -0.673885760828853 0.823364580050111 -0.645887555088848 0.558965440373868 "-1"
