"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "y"
0.0370057099498808 -0.642452159896493 0.345868871547282 -0.357624965719879 0.213027231395245 0.802146325819194 -0.909766389988363 0.145271424204111 0.193422098178416 0.628661504480988 "1"
0.838705036323518 0.888632390182465 0.809266793075949 0.715877572540194 -0.642806335352361 0.839138815645128 -0.750792754814029 -0.800715578719974 -0.873945864383131 -0.379267125856131 "-1"
0.221937217283994 -0.11676930077374 0.299918747041374 0.394216523505747 0.892119827214628 -0.27595956530422 -0.189866161439568 -0.974938124418259 -0.937482750974596 -0.135409483220428 "1"
-0.933807086199522 -0.880905769765377 -0.73039258364588 0.768772636074573 0.614221981260926 -0.842380068730563 0.420342375524342 -0.21648074593395 -0.802812174428254 -0.832300089299679 "-1"
0.530000543221831 -0.133998361416161 -0.553339015226811 -0.344219184946269 0.209578022826463 0.355725098866969 -0.479873243719339 0.836260371375829 0.608086818829179 0.0982112362980843 "1"
0.544122241437435 0.62220858829096 -0.488788483198732 -0.550348167773336 -0.132616467308253 0.42129933508113 0.0329140941612422 -0.758508975151926 0.867398541420698 -0.906834205146879 "-1"
-0.163877270184457 -0.554740504361689 0.924023929052055 -0.239795426372439 -0.714115578215569 0.0885067833587527 -0.414717114064842 0.618971186690032 -0.392488072626293 -0.535244972910732 "1"
-0.791709333192557 0.47620698204264 -0.8472043373622 0.625183427706361 0.0834925379604101 -0.27979743713513 -0.234123050700873 -0.537044420372695 0.466987976804376 -0.683638927061111 "-1"
-0.833599912002683 -0.74239601008594 0.28134067542851 0.667759996373206 0.272348135709763 -0.266635739710182 -0.357508299406618 -0.450380456168205 0.765961272642016 0.248515954706818 "1"
-0.738908271305263 -0.193483776412904 0.0294565409421921 0.914162727538496 -0.538735725451261 0.252882475499064 0.896241480484605 -0.263388249091804 -0.640820757485926 -0.590489191934466 "1"
0.736098736990243 0.987730809953064 0.0443870318122208 0.186835683416575 0.253192785661668 -0.987529859878123 -0.553955576848239 -0.676767047028989 0.00128172617405653 0.625275549013168 "-1"
-0.192472785711288 0.0175844794139266 -0.632408210076392 0.475844365078956 -0.191051375120878 0.105759893544018 -0.34091634163633 0.0382000161334872 -0.295721905305982 -0.12068986101076 "1"
-0.380674703512341 -0.459932238794863 0.225699108093977 -0.662417309824377 0.0205602385103703 0.916736196260899 -0.363092062063515 -0.381319503765553 0.795143558643758 -0.516812823247164 "-1"
0.0462347902357578 0.847512204200029 -0.639726312365383 -0.600613151211292 -0.698710329364985 0.19685785099864 0.660519264172763 -0.830986635293812 0.102679599076509 0.322468193713576 "-1"
-0.346376782748848 0.0673431623727083 0.317872896790504 0.0556265842169523 -0.408830461557955 -0.216547243762761 0.235477633774281 0.354332347866148 0.0609752582386136 -0.937191955279559 "1"
-0.700026422273368 -0.697079732082784 0.110921878367662 0.970157116185874 0.642274413723499 -0.566953925415874 -0.48675694083795 -0.0352577245794237 -0.773136093281209 0.688933179248124 "-1"
0.874293629080057 -0.127166790422052 0.713226613588631 0.417492001317441 0.609168096911162 -0.559363711159676 0.728363333735615 -0.270698369015008 -0.580102953594178 -0.356723079457879 "-1"
-0.393938484136015 -0.191442779731005 0.908575043547899 -0.47890665428713 -0.870099479798228 0.0306165502406657 -0.569585976190865 -0.674720158800483 0.61481565143913 0.0196671555750072 "-1"
0.698446288704872 -0.733059170190245 0.898734986316413 0.786417274270207 -0.729271107818931 0.915967962238938 0.470730818342417 -0.264043559320271 -0.324027087073773 0.94291754392907 "-1"
-0.376912880688906 -0.995300462003797 -0.865866002626717 -0.690977204591036 0.837030274793506 0.956336381845176 0.104413827415556 0.290435723494738 0.523767452221364 -0.368649143725634 "1"
0.756651011295617 -0.20817408291623 0.784980518277735 -0.417171492241323 -0.0574822500348091 -0.658085212111473 0.869689058046788 -0.542257864959538 0.754729219246656 -0.935866273008287 "-1"
0.568566115573049 -0.76845025178045 -0.637124427594244 0.466236808802933 -0.969283146318048 0.172143560834229 -0.826007602736354 0.522526865825057 0.857422167435288 -0.288421110715717 "1"
0.261243483517319 0.622493872419 -0.444643079768866 0.268093701452017 -0.317726228851825 0.433350082486868 0.643228884320706 -0.802904129493982 -0.549245573114604 0.663251240272075 "1"
-0.739819430746138 0.630827212706208 0.0352233275771141 -0.313763257581741 -0.965284105855972 0.154880527406931 -0.126296299975365 -0.674812229350209 0.439487885683775 0.321339780464768 "-1"
-0.567335974425077 -0.078527036588639 -0.310557920951396 -0.891418701503426 -0.286137291695923 0.232476216740906 0.377586374990642 -0.577584511600435 0.932131220120937 0.728605925571173 "1"
0.738309060223401 -0.65048772841692 -0.256501343101263 0.608611666597426 0.190298164729029 0.551052139140666 0.211091299541295 0.815582798328251 -0.12654179893434 -0.505785760935396 "1"
0.982311062980443 -0.390169479884207 0.632115498185158 0.3436064934358 -0.228204654995352 -0.519314225763083 0.977513756137341 0.657084297854453 -0.157927358523011 -0.110066461376846 "1"
-0.914109096396714 -0.678076056297868 -0.531407393049449 -0.220564556773752 0.609975009225309 -0.120291099883616 -0.713913620915264 -0.807567139621824 -0.676424829289317 -0.353234174195677 "-1"
-0.641327175777406 0.650104211177677 0.119889060501009 -0.604520759545267 -0.797581846825778 0.161437110044062 0.0726344590075314 0.782369724009186 -0.194166066590697 -0.0712910606525838 "1"
0.308423884212971 0.204531141091138 0.228282345458865 -0.853189790155739 0.769014597870409 0.400088987313211 0.49553600884974 -0.398740242235363 0.173952552024275 -0.233356695156544 "1"
